Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
Holman Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Flying Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
Holman 90-Degree Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Half Jack to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Quick Feet to Quad Touch Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Squat Thrust to Push-Up to Super Woman,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Plyometric Jump to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Standing Heel Click to Hands Down Heel Click,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Burpee to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Traveling Low Jack to Belly Touch,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Flying Squat Thrust to Shoulder Tap,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Squat Jump to Alternating Side Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Low Squat with Low Diagonal Dumbbell Punch,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Right Leg Hop to Right Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Left Leg Hop to Left Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Burpee to Open Stance,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Diagonal Squat Thrust to Renegade Forward Punch,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Bear Crawl,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Bear Crawl to Donkey Kick,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Bear Crawl to Froggy Push-Up,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Bear Crawl to Shoulder Tap,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Burpee to Tuck Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Burpee to Flying Squat Thrust to Tuck Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Forward Lunge to Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Renegade Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Squat Jump to Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Prisoner Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Wide-to-Narrow Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Donkey Run,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Weighted Wide-to-Narrow Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Wide-to-Narrow Donkey Kick,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Mule Kick,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Goal Post to Squat,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Frogger Squat to Heel Click,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Stair Sprint,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Stair Bear Crawl,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Burpee to Flying Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Flying Squat Thrust to Push-Up,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Foot-Elevated Step-To-Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Split Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Stair Climb,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Burpee to Flying Jack,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Right Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Left Reverse Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Squat Tap to Hop,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Squat Tap to Jump-Forward-Jump-Back,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Squat Hip Drive,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Alternating Double Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Right Reverse Lunge to Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Right Leg Forward Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Right Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Left Reverse Lunge to Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Left Leg Forward Lunge Hop,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Left Side Diagonal Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Left Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Wide Squat Thrust,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Alternating Single-Leg Hop to Squat to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Right Lunge Hop to Chest Press,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Left Lunge Hop to Overhead Press,,Strength,Quadriceps,Body Only,Intermediate,,
Holman 180 Jump Hop Forward Hop Back,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Right Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Left Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Double Squat Pulse to 180 Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Towel Left Side Squat,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Alternating Lunge Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Lunge Jump to Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Holman Burpee with Belly Touch,,Strength,Quadriceps,Body Only,Intermediate,,
Bootstrapper squat,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form.",Strength,Quadriceps,Body Only,Intermediate,,
Total Fitness Broad Jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
Total Fitness Lateral Lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,,
Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",Strength,Quadriceps,Body Only,Intermediate,,
Total Fitness Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Strength,Quadriceps,Body Only,Intermediate,,
Total Fitness Spider Lunge,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,,
Spider lunge stretch,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,,
Spider lunge with T-rotation,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime.",Strength,Quadriceps,Body Only,Intermediate,,
Standing quad stretch,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time.",Strength,Quadriceps,Body Only,Intermediate,,
Vertical jump,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,,
King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
Muscle Beach Skip,,Strength,Quadriceps,Body Only,Intermediate,,
Muscle Beach Broad Jump,,Strength,Quadriceps,Body Only,Intermediate,,
Muscle Beach Sprint,,Strength,Quadriceps,Body Only,Intermediate,,
Muscle Beach Front Kick,,Strength,Quadriceps,Body Only,Intermediate,,
Muscle Beach Side Kick,,Strength,Quadriceps,Body Only,Intermediate,,
Muscle Beach Spin Kick,,Strength,Quadriceps,Body Only,Intermediate,,
Muscle Beach Freestyle Kick,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Alternating Curtsy Lunge To Squat,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Alternating Curtsy Lunge With High Knee,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Alternating Diagonal Sprawl,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Alternating Lateral Sprawl,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Curtsy Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Frogger,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn High Knee Rotation,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Side-To-Side Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Star Jump,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Tuck Jump With Knee Slap,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Lateral Bounding Hop,,Strength,Quadriceps,Body Only,Intermediate,,
MetaBurn Double Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
Robertson Sprinter Step-Up,,Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Front Kick-Through,,Strength,Quadriceps,Body Only,Intermediate,,
Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Plyo Split Squat,,Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Reverse Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Reverse Burpee to Regular Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Reverse Burpee Tuck Jump,,Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Sprawlee,,Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Squat Hold,,Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
FYR2 Squat Pulse,,Strength,Quadriceps,Body Only,Intermediate,,
Sprinter burpee,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Strength,Quadriceps,Body Only,Intermediate,,
Shuttle run training,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Strength,Quadriceps,Body Only,Intermediate,,
FYR Air Ball Plus Medicine Ball Jumping Sprawl,"The medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence. They collectively target virtually every muscle in the body, as well as seriously challenging the cardiovascular system. It can be a single-movement workout if done for high reps, or part of a larger circuit workout.",Strength,Quadriceps,Medicine Ball,Intermediate,,
Medicine ball cowboy squat,"The medicine ball cowboy squat is an explosive exercise targeting the lower body, although several upper-body muscles play important supporting roles. The move involves performing jumping squats while holding a medicine ball overhead. It's commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism.",Strength,Quadriceps,Medicine Ball,Intermediate,,
Medicine ball jumping jill,"The medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands. It can be performed for time or reps in a dynamic warm-up or fat-loss or conditioning circuit, usually paired with other bodyweight or medicine ball movements.",Strength,Quadriceps,Medicine Ball,Intermediate,,
Sissy squat,"The sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes, placing an extreme stretch on the quads. This movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain.",Strength,Quadriceps,,Intermediate,,
Exercise ball Bulgarian split squat,"The exercise ball Bulgarian split squat is an exercise that builds the quads, hamstrings, and glutes one leg at a time. The exercise ball is used to support the trailing shin and foot. Due to the balance challenge, this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands. If balance is a problem, you can stick the ball in the corner of a room while performing the exercise.",Strength,Quadriceps,Exercise Ball,Intermediate,,
FYR Band Pull-Apart,,Strength,Shoulders,Bands,Intermediate,,
HM Lateral Raise,,Strength,Shoulders,Bands,Intermediate,,
Rusin Banded Over-And-Back,,Strength,Shoulders,Bands,Intermediate,,
Rusin Banded Face Pull,,Strength,Shoulders,Bands,Intermediate,,
UP Band Pull-Apart,,Strength,Shoulders,Bands,Intermediate,,
Jordan Shallow Band-Resisted Thread the Needle,,Strength,Shoulders,Bands,Intermediate,,
30 Shoulders Seated Banded Barbell Shoulder Press,,Strength,Shoulders,Bands,Intermediate,,
Band shoulder press,"The band shoulder press is a deltoid exercise and an alternative to the classic dumbbell shoulder press. The dynamic tension of the band forces the core to stabilize the body and more closely matches the strength curve of the shoulder press. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Strength,Shoulders,Bands,Intermediate,,
Band lateral raise,"The band lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a variation of the dumbbell lateral raise, a staple strength-training move. The band lateral raise is a great option for warm-up or accessory work on upper-body training days. The dynamic tension of the band provides constant tension and matches the strength curve of the movement. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Bands,Intermediate,,
Band upright row,"The band upright row is a popular movement for building stronger and bigger traps and shoulders and similar to the dumbbell upright row. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. Using the band provides dynamic resistance and is easier on the shoulder than using a barbell. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Shoulders,Bands,Intermediate,,
Staggered-stance band shoulder press,"The staggered-stance band shoulder press is a deltoid exercise and a variation of the band shoulder press. The dynamic tension of the band forces the core to stabilize the body, and the staggered-stance provides more stability and relieves tension on the back. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press.",Strength,Shoulders,Bands,Intermediate,,
Single-arm banded landmine press,"The single-arm banded landmine press is an upper-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The band adds constant tension and dynamic resistance to the exercise. The movement focuses primarily on the muscles of the shoulders or deltoids and can be trained in traditional muscle and strength-focused rep ranges or for higher reps.",Strength,Shoulders,Bands,Intermediate,,
Band front raise rear fly row combo,"The band front raise rear fly row combo is a combination of three different shoulder exercises to build and strengthen the anterior, middle deltoids, and posterior portions of the shoulders. It requires a continuous loop band to provide constant, dynamic tension throughout the movement. In addition to the front and rear delts, this exercise works the arms, chest, back, and core, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Strength,Shoulders,Bands,Intermediate,,
Jordan Shallow Foam Roller Thoracic Extension,,Strength,Shoulders,Foam Roll,Intermediate,,
Jordan Shallow Thread the Needle (with Foam Roller),,Strength,Shoulders,Foam Roll,Intermediate,,
Seated EZ-bar shrug,"The seated EZ-bar shrug is an exercise targeting the trapezius muscle, that V-shaped muscle that forms a triangle where the shoulders meet the neck. It is usually performed for moderate to high reps during an upper-body or shoulders and traps-focused workout.",Strength,Shoulders,Barbell,Intermediate,,
Paul Carter Barbell Seated Military Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Strength,Shoulders,Barbell,Intermediate,,
TBS Barbell Military Press,"The military press is a compound movement used to build size and strength in the shoulders. It was once contested as a fourth powerlift, but is rarely competed anymore. However, being able to press a significant weight overhead remains a popular marker of upper-body strength. The military press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,
Incline Front Barbell Raise - Gethin Variation,"The incline face-down bar front raise is an upper-body exercise targeting the shoulders. Because it is performed face down on an angled bench, it has a greater range of motion than standing or upright-seated raises and hits the shoulders from a different angle. Raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or shoulder-focused training.",Strength,Shoulders,Barbell,Intermediate,,
Barbell Front Raise - Gethin Variation,"The barbell front raise is an upper-body isolation exercise that targets the shoulders. It is usually performed for moderate to high reps, such as 8-12 reps or higher, as part of the shoulder-focused part of any workout.",Strength,Shoulders,Barbell,Intermediate,,
Single-arm barbell lateral raise,"The single-arm barbell lateral raise is an isolation exercise targeting the shoulders. It is more challenging than using a dumbbell and has an instability component that may make the deltoid muscles work harder. It is generally performed one side at a time for moderate to high reps, such as 8-15 reps per set, as part of a shoulder-focused workout.",Strength,Shoulders,Barbell,Intermediate,,
AM Upright Row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Strength,Shoulders,Barbell,Intermediate,,
AM Barbell Shoulder Press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,
Standing barbell shoulder press,"The standing barbell shoulder press is a compound movement used to build size and strength in the shoulders. The shoulder press can be trained as a strength lift or in traditional muscle-building rep ranges as part of full-body, shoulder-focused, or upper-body training.",Strength,Shoulders,Barbell,Intermediate,,
King Maker Barbell Thruster,"The barbell thruster is a full-body exercise that incorporates both squatting and pressing in one functional movement. It's especially common in contemporary CrossFit workouts, but also in general strength training. The barbell is usually cleaned into place first, but it could be performed taken from a squat rack in a front-rack position. The thruster can be performed in traditional strength-focused rep ranges to build strength in the press, or in higher reps for full-body conditioning.",Strength,Shoulders,Barbell,Intermediate,,
Single-arm incline cable cross-over,"The single-arm incline cable cross-over is an isolation movement that uses a cable stack and a bench to target the upper part of the pectoral muscles. Working the chest one side at a time allows you to focus on balance between the sides of your chest and really feel the chest muscles contracting. It is common in upper-body and chest-focused muscle-building workouts, often in combination with other presses or flyes to target the chest from different angles.",Strength,Shoulders,Barbell,Intermediate,,
Barbell bear complex,"The barbell bear complex is a series of barbell lifts that run together in a single sequence: a barbell power clean, front squat, push-press, back squat, and another push-press from behind the neck. It trains the entire body for both building strength and improving conditioning. It is often performed for rounds, either with or without rest between rounds.",Strength,Shoulders,Barbell,Intermediate,,
30 Shoulders Barbell Shrug,,Strength,Shoulders,Barbell,Intermediate,,
30 Shoulders Incline Face-Up Straight-Bar Front Raise,,Strength,Shoulders,Barbell,Intermediate,,
30 Shoulders Seated Dumbbell Shoulder Press,,Strength,Shoulders,Barbell,Intermediate,,
30 Shoulders Standing Behind-The-Head Shoulder Press,,Strength,Shoulders,Barbell,Intermediate,,
30 Shoulders Standing Barbell Press,,Strength,Shoulders,Barbell,Intermediate,,
FYR2 Wide Overhead Press,,Strength,Shoulders,Barbell,Intermediate,,
FYR Kettlebell Power Clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Shoulders,Kettlebells,Intermediate,,
Kettlebell upright row,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",Strength,Shoulders,Kettlebells,Intermediate,,
Kettlebell upright row and press,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Strength,Shoulders,Kettlebells,Intermediate,,
Single-arm kettlebell thruster,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,
Double-kettlebell shoulder press,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.",Strength,Shoulders,Kettlebells,Intermediate,,
Double-kettlebell push-press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,
HM Kettlebell Windmill,,Strength,Shoulders,Kettlebells,Intermediate,,
HM Kettlebell Z-Press,,Strength,Shoulders,Kettlebells,Intermediate,,
Taylor Half-Kneeling Kettlebell Halo,,Strength,Shoulders,Kettlebells,Intermediate,,
Taylor Towel Kettlebell Farmer's Walk,,Strength,Shoulders,Kettlebells,Intermediate,,
FYR2 Double-Kettlebell Alternating Press,,Strength,Shoulders,Kettlebells,Intermediate,,
FYR2 Double-Kettlebell Thruster,,Strength,Shoulders,Kettlebells,Intermediate,,
FYR2 Half-Kneeling Kettlebell Clean,,Strength,Shoulders,Kettlebells,Intermediate,,
FYR2 Kettlebell Clean and Press,,Strength,Shoulders,Kettlebells,Intermediate,,
FYR2 Kettlebell High Pull to Overhead Press,,Strength,Shoulders,Kettlebells,Intermediate,,
FYR2 Kettlebell Swing Clean and Press,,Strength,Shoulders,Kettlebells,Intermediate,,
FYR2 Single-Arm Kettlebell Press,,Strength,Shoulders,Kettlebells,Intermediate,,
FYR2 Ascending-Rep High-Pull-Press Complex,,Strength,Shoulders,Kettlebells,Intermediate,,
Dumbbell shoulder press with body rotation,"The dumbbell shoulder press with body rotation is a twist on the traditional dumbbell shoulder press. Rather than pressing straight overhead, you twist your torso and hips to the side during each rep. It hits the deltoid muscles just like a shoulder press, but adds a challenge to the core, hips, and back muscles. Due to the potential balance challenge of twisting and pressing at the same time, it is commonly performed with light to moderate weights.",Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell Fix Dumbbell Military Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell Fix Standing Dumbbell Arnold Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell Fix Dumbbell Single-Arm Snatch,,Strength,Shoulders,Dumbbell,Intermediate,,
Paul Carter Rear-Delt Fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,,
FYR Dumbbell Shoulder Press,The standing dumbbell shoulder press is a classic deltoid-builder (especially the front deltoids) that’s ubiquitous in gyms around the world. Performing the move standing up as opposed to seated allows for more weight to be used.,Strength,Shoulders,Dumbbell,Intermediate,,
FYR Single-Arm Dumbbell Press,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.",Strength,Shoulders,Dumbbell,Intermediate,,
FYR Dumbbell Tempo L-Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell seesaw shoulder press,"The dumbbell seesaw shoulder press is an exercise targeting the deltoids and triceps. The difference between this movement and the alternating shoulder press is that both dumbbells keep moving throughout each rep, rather than having one weight be stationary while the other moves. This piston-style pressing increases time under tension and may allow you to complete more total reps than with alternating reps.",Strength,Shoulders,Dumbbell,Intermediate,,
FYR Dumbbell front raise to lateral raise,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,Strength,Shoulders,Dumbbell,Intermediate,,
FYR Dumbbell Arnold Press,"Named after the iconic bodybuilder/movie star, the Arnold press adds rotation to a classic shoulder press, hitting all three heads of the deltoids in one motion.",Strength,Shoulders,Dumbbell,Intermediate,,
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,,Strength,Shoulders,Dumbbell,Intermediate,,
FYR Dumbbell Thruster,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells work great, too.",Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell hang snatch,"The dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing the movement from the hang position, rather than from the ground, emphasizes explosive hip and upper-body power. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.",Strength,Shoulders,Dumbbell,Intermediate,,
Surfer sprawl,"The surfer sprawl is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a burpee, but instead of jumping at the top, you end in a ""surfer position,"" alternating sides with each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout. The surfer position offers a unique way to challenge the body by staying in a low position rather than standing up after the plank.",Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell clean and press,"The dumbbell clean and press is a full-body movement that targets both the lower and upper body. The clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the press utilizes the shoulders and triceps. It can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning.",Strength,Shoulders,Dumbbell,Intermediate,,
Standing One-Arm Shoulder Press - Gethin Variation,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.",Strength,Shoulders,Dumbbell,Intermediate,,
Incline Front Dumbbell Raise - Gethin Variation,The incline dumbbell front raise is an isolation exercise targeting the shoulders,Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell lateral raise,"The dumbbell lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,,
Incline Rear-Delt Fly - Gethin Variation,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,,
